Δn,T,SRH,Label
3.944206059437648e+16,350,0.002727662657072099,0
4.3287612810830616e+16,350,0.0027466747014830953,0
4.750810162102813e+16,350,0.0027643412021683186,0
5.214008287999674e+16,350,0.002780731563128762,0
5.72236765935022e+16,350,0.0027959157704083686,0
6.280291441834272e+16,350,0.0028099635603106026,0
6.892612104349681e+16,350,0.0028229437224105303,0
7.564633275546291e+16,350,0.0028349235278310675,0
8.30217568131977e+16,350,0.002845968271751473,0
9.111627561154869e+16,350,0.002856140918334668,0
1e+17,350,0.0028655018360507064,0
10000000000000.0,375,0.0008622175321275961,0
10974987654930.545,375,0.0008625998349605477,0
12045035402587.836,375,0.0008630192439991952,0
13219411484660.287,375,0.0008634793428544551,0
14508287784959.373,375,0.0008639840575820374,0
15922827933410.94,375,0.0008645376886615868,0
17475284000076.83,375,0.0008651449458098288,0
19179102616724.926,375,0.0008658109858472957,0
21049041445120.22,375,0.0008665414538484499,0
23101297000831.582,375,0.0008673425278140869,0
25353644939701.168,375,0.0008682209671123134,0
27825594022071.258,375,0.0008691841649395085,0
30538555088334.125,375,0.0008702402050547296,0
33516026509388.477,375,0.0008713979230390629,0
36783797718286.34,375,0.0008726669723243523,0
40370172585965.5,375,0.0008740578952221903,0
44306214575838.87,375,0.000875582199162411,0
48626015800653.53,375,0.000877252438318724,0
53366992312063.016,375,0.0008790823007552784,0
58570208180566.734,375,0.000881086701169302,0
64280731172843.195,375,0.0008832818792284485,0
70548023107186.31,375,0.000885685503403686,0
77426368268112.78,375,0.0008883167800755013,0
84975343590864.38,375,0.0008911965675384672,0
93260334688321.8,375,0.0008943474943418835,0
102353102189902.69,375,0.0008977940811769103,0
112332403297802.66,375,0.000901562865247545,0
123284673944206.84,375,0.0009056825257379716,0
135304777457980.75,375,0.0009101840086060312,0
148496826225446.34,375,0.0009151006484859979,0
162975083462064.7,375,0.0009204682849680332,0
178864952905743.5,375,0.0009263253699325417,0
196304065004026.84,375,0.0009327130619526662,0
215443469003188.66,375,0.0009396753030377404,0
236448941264540.72,375,0.0009472588721787807,0
259502421139974.25,375,0.0009555134092834931,0
284803586843580.5,375,0.000964491402168936,0
312571584968823.5,375,0.0009742481283398709,0
343046928631492.6,375,0.000984841542355425,0
376493580679247.1,375,0.0009963320987244084,0
413201240011533.44,375,0.0010087824995334903,0
453487850812859.1,375,0.0010222573554820576,0
497702356433211.4,375,0.0010368227487698755,0
546227721768433.7,375,0.0010525456864728952,0
599484250318942.1,375,0.0010694934337783543,0
657933224657568.2,375,0.0010877327178736862,0
722080901838545.6,375,0.0011073287955398153,0
792482898353918.6,375,0.0011283443807266619,0
869749002617783.4,375,0.0011508384327043209,0
954548456661832.8,375,0.0011748648108641704,0
1047615752789666.2,375,0.0012004708089037304,0
1149756995397735.8,375,0.001227695588893109,0
1261856883066018.5,375,0.0012565685444011444,0
1384886371393874.5,375,0.0012871076311320483,0
1519911082952933.2,375,0.001319317712914171,0
1668100537200055.8,375,0.0013531889797646906,0
1830738280295369.8,375,0.0013886955023646268,0
2009233002565046.0,375,0.0014257939927578183,0
2205130739903041.0,375,0.0014644228435424164,0
2420128264794383.5,375,0.001504501516417088,0
2656087782946684.0,375,0.00154593034500305,0
2915053062825181.5,375,0.0015885908059925925,0
3199267137797384.5,375,0.00163234629686722,0
3511191734215142.0,375,0.0016770434381449266,0
3853528593710535.5,375,0.0017225138943200316,0
4229242874389499.0,375,0.0017685766817919872,0
4641588833612792.0,375,0.0018150409059625497,0
5094138014816386.0,375,0.001861708845353486,0
5590810182512223.0,375,0.0019083792801034673,0
6135907273413188.0,375,0.0019548509473567744,0
6734150657750828.0,375,0.002000925998218415,0
7390722033525775.0,375,0.002046413330852975,0
8111308307896889.0,375,0.002091131681957094,0
8902150854450393.0,375,0.002134912373522286,0
9770099572992246.0,375,0.0021776016321791523,0
1.0722672220103254e+16,375,0.0022190624226706454,0
1.176811952435004e+16,375,0.0022591757630998047,0
1.2915496650148828e+16,375,0.002297841515493963,0
1.4174741629268076e+16,375,0.0023349786690937666,0
1.5556761439304658e+16,375,0.0023705251541596088,0
1.7073526474706888e+16,375,0.0024044372400139355,0
1.8738174228603868e+16,375,0.0024366885820319745,0
2.05651230834866e+16,375,0.0024672689883532338,0
2.257019719633917e+16,375,0.0024961829785972605,0
2.477076355991714e+16,375,0.0025234482044981196,0
2.718588242732951e+16,375,0.002549093796956855,0
2.9836472402833344e+16,375,0.0025731586964426864,0
3.2745491628777316e+16,375,0.002595690014813189,0
3.5938136638046404e+16,375,0.0026167414672373357,0
3.944206059437648e+16,375,0.0026363719036233365,0
4.3287612810830616e+16,375,0.0026546439602537146,0
4.750810162102813e+16,375,0.002671622844540661,0
5.214008287999674e+16,375,0.0026873752591264903,0
5.72236765935022e+16,375,0.002701968466043931,0
6.280291441834272e+16,375,0.0027154694873072613,0
6.892612104349681e+16,375,0.0027279444350524146,0
7.564633275546291e+16,375,0.0027394579620657372,0
8.30217568131977e+16,375,0.002750072822098826,0
